# timestamp tx ty tz qx qy qz qw
1.716369469224841833e+09 -4.754539012908936435e+00 -2.526706123352050781e+01 -3.534833431243896484e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469275544167e+09 -4.754262447357177734e+00 -2.526611900329589844e+01 -3.534619808197021040e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469326769829e+09 -4.754025936126708984e+00 -2.526642990112304688e+01 -3.533276319503784180e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469376952648e+09 -4.754228115081787109e+00 -2.526661109924316406e+01 -3.532170772552490234e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469425857544e+09 -4.755275726318359375e+00 -2.526732063293457031e+01 -3.532824039459228516e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469475967884e+09 -4.755167961120605469e+00 -2.526733016967773082e+01 -3.532877445220947710e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469526173353e+09 -4.754458904266357422e+00 -2.526640510559082031e+01 -3.532992124557495117e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469576818228e+09 -4.754350185394287109e+00 -2.526740074157714844e+01 -3.533298015594482422e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469626697063e+09 -4.754028797149658203e+00 -2.526737976074218750e+01 -3.533711433410644531e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469676876307e+09 -4.754310131072998047e+00 -2.526736640930176137e+01 -3.533504962921142578e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469727118731e+09 -4.754078388214111328e+00 -2.526736450195312500e+01 -3.533736467361450195e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469777530909e+09 -4.754198074340820312e+00 -2.526735115051269176e+01 -3.533690452575684038e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469877673388e+09 -4.754105091094970703e+00 -2.526734924316406250e+01 -3.533788919448852539e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469927961826e+09 -4.753586769104003906e+00 -2.526748275756835938e+01 -3.533608913421630859e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369469978363037e+09 -4.753344535827636719e+00 -2.526750373840332031e+01 -3.533737421035766602e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369470028532267e+09 -4.753678798675537109e+00 -2.526750373840332031e+01 -3.533417463302612305e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369470079102993e+09 -4.753985404968261719e+00 -2.526742935180664062e+01 -3.533495903015136719e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369470129259348e+09 -4.753954410552978516e+00 -2.526744079589844105e+01 -3.533470869064331055e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369470180243492e+09 -4.754267692565917969e+00 -2.526737022399902344e+01 -3.533532142639160156e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
