# timestamp tx ty tz qx qy qz qw
1.716369126450710773e+09 6.190025329589843750e+00 -2.565149688720703125e+01 -3.593017101287841797e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369126551179171e+09 6.190329551696777344e+00 -2.565136146545410156e+01 -3.593330621719360352e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369126601513386e+09 6.190301418304443359e+00 -2.565132522583008168e+01 -3.593549966812133789e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369126651807547e+09 6.190032005310058594e+00 -2.565142250061035156e+01 -3.593382596969604492e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369126752238750e+09 6.190238952636718750e+00 -2.565137672424316406e+01 -3.593361377716064453e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369126802811861e+09 6.190355300903320312e+00 -2.565137672424316406e+01 -3.593223810195922852e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369126852538347e+09 6.190191745758056641e+00 -2.565143394470214844e+01 -3.593134880065917969e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369126904816389e+09 6.190509796142578125e+00 -2.565129280090332031e+01 -3.593453645706176758e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369126952989340e+09 6.190237522125244141e+00 -2.565134811401367188e+01 -3.593507289886474609e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127003211737e+09 6.190201282501220703e+00 -2.565132713317871094e+01 -3.593655347824096680e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127053556681e+09 6.190477848052978516e+00 -2.565125846862792969e+01 -3.593673467636108398e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127103602648e+09 6.190282344818115234e+00 -2.565128898620605113e+01 -3.593749046325684038e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127204024076e+09 6.189842700958251953e+00 -2.565147972106933594e+01 -3.593323230743408203e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127254688025e+09 6.189624309539794922e+00 -2.565150833129882812e+01 -3.593443393707275391e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127304472685e+09 6.189616203308105469e+00 -2.565161895751953125e+01 -3.592896461486816406e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127355616808e+09 6.190038681030273438e+00 -2.565150260925292969e+01 -3.592970848083496094e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127406105280e+09 6.190444946289063388e+00 -2.565136146545410156e+01 -3.593192577362060547e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127455729008e+09 6.190370559692382812e+00 -2.565138626098632812e+01 -3.593152046203613281e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127505970478e+09 6.190705299377441406e+00 -2.565130043029785156e+01 -3.593177318572998047e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127555747509e+09 6.190828323364257812e+00 -2.565124320983886719e+01 -3.593318462371826172e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127605960608e+09 6.191021442413330078e+00 -2.565118789672851918e+01 -3.593358516693115234e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127706384659e+09 6.190788269042968750e+00 -2.565127563476562500e+01 -3.593199253082275391e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127756540060e+09 6.190570354461669922e+00 -2.565141296386718750e+01 -3.592775821685791016e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127857198477e+09 6.190731048583984375e+00 -2.565131950378417969e+01 -3.593046903610229048e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127907203674e+09 6.190897941589356357e+00 -2.565134429931640625e+01 -3.592724323272705078e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369127957324743e+09 6.190903186798095703e+00 -2.565132141113280895e+01 -3.592828273773193359e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369128057883739e+09 6.190862655639648438e+00 -2.565125656127929688e+01 -3.593206882476806197e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716369128108000040e+09 6.190671920776367188e+00 -2.565134048461914062e+01 -3.593021631240844727e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
