# timestamp tx ty tz qx qy qz qw
1.716361186676398754e+09 3.213587999343872070e+00 -1.316008377075195135e+01 2.554619610309600830e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361186775362253e+09 3.213614702224731445e+00 -1.316008090972900391e+01 2.554996013641356867e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361186825658083e+09 3.213615179061889648e+00 -1.316008186340332031e+01 2.555165886878966730e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361186876735449e+09 3.213616132736206055e+00 -1.316008090972900391e+01 2.555038630962371826e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361186976290703e+09 3.213679075241088867e+00 -1.316006469726562322e+01 2.555000185966491144e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361187026501656e+09 3.213620424270629883e+00 -1.316007232666015625e+01 2.554279267787932794e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361187076780558e+09 3.213709831237792969e+00 -1.316004753112792969e+01 2.553902864456176758e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361187126734018e+09 3.213738679885864258e+00 -1.316004276275634766e+01 2.554197311401367188e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361187227305174e+09 3.213605403900146484e+00 -1.316008186340332031e+01 2.554897964000701904e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361187277587175e+09 3.213545322418212891e+00 -1.316008853912353516e+01 2.553996145725250244e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361187327761412e+09 3.213486194610596147e+00 -1.316010379791259766e+01 2.554090321063994806e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361187378052711e+09 3.213819503784180132e+00 -1.316001796722411932e+01 2.553654313087462824e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361187428231001e+09 3.213828802108764648e+00 -1.315898513793945135e+01 2.553940117359160822e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716361187478239059e+09 3.213363647460937056e+00 -1.315910434722900391e+01 2.554598748683928888e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
