# timestamp tx ty tz qx qy qz qw
1.716291203835075855e+09 -3.151420354843140093e+00 -5.504965305328369141e+00 6.997504234313964844e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291203884829521e+09 -3.151419639587402344e+00 -5.504966259002685547e+00 6.997507810592651367e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291203985070705e+09 -3.151420116424560547e+00 -5.504966259002685547e+00 6.997537016868591309e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204035456181e+09 -3.151418685913085938e+00 -5.504967212677001953e+00 6.997546553611755371e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204135745049e+09 -3.151419639587402344e+00 -5.504966735839843750e+00 6.997538805007934570e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204236426353e+09 -3.151419639587402344e+00 -5.504965782165527344e+00 6.997508406639099121e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204286322117e+09 -3.151420831680297852e+00 -5.504965305328369141e+00 6.997510194778442383e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204386719465e+09 -3.151431560516357422e+00 -5.504959106445312500e+00 6.997510790824890137e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204487160921e+09 -3.151445150375366211e+00 -5.504951000213623047e+00 6.997470259666442871e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204537290573e+09 -3.151433229446411133e+00 -5.504958152770996094e+00 6.997496485710144043e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204638081312e+09 -3.151419878005981001e+00 -5.504965305328369141e+00 6.997470855712890625e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204687971354e+09 -3.151420354843140093e+00 -5.504965782165527344e+00 6.997506618499755859e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204738332510e+09 -3.151419639587402344e+00 -5.504966259002685547e+00 6.997517347335815430e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204838692188e+09 -3.151419878005981001e+00 -5.504966259002685547e+00 6.997522115707397461e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204889066935e+09 -3.151444673538208008e+00 -5.504951953887940341e+00 6.997517347335815430e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291204939378023e+09 -3.151420354843140093e+00 -5.504965305328369141e+00 6.997476220130920410e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205040474653e+09 -3.151419639587402344e+00 -5.504965782165527344e+00 6.997495293617248535e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205090047598e+09 -3.151438236236572266e+00 -5.504955291748046875e+00 6.997488737106323242e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205140251398e+09 -3.151420116424560547e+00 -5.504965305328369141e+00 6.997476220130920410e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205240770578e+09 -3.151420354843140093e+00 -5.504965305328369141e+00 6.997485160827636719e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205291061401e+09 -3.151419162750244141e+00 -5.504965782165527344e+00 6.997485756874084473e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205341284513e+09 -3.151419639587402344e+00 -5.504965782165527344e+00 6.997489929199218750e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205441621304e+09 -3.151446819305419922e+00 -5.504950523376464844e+00 6.997498273849487305e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205491837025e+09 -3.151424646377563477e+00 -5.504963397979736328e+00 6.997512578964233398e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205541965961e+09 -3.151420354843140093e+00 -5.504966259002685547e+00 6.997535228729248047e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205642547131e+09 -3.151419878005981001e+00 -5.504966259002685547e+00 6.997522115707397461e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205742956400e+09 -3.151421546936035156e+00 -5.504969596862792969e+00 6.997828483581542969e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205793143272e+09 -3.151420116424560547e+00 -5.504966735839843750e+00 6.997584700584411621e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205843410254e+09 -3.151420354843140093e+00 -5.504965782165527344e+00 6.997510790824890137e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205943846464e+09 -3.151419401168823242e+00 -5.504965782165527344e+00 6.997467875480651855e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291205994277716e+09 -3.151418685913085938e+00 -5.504966259002685547e+00 6.997493505477905273e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291206044131279e+09 -3.151420831680297852e+00 -5.504964828491210938e+00 6.997473835945129395e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291206094615698e+09 -3.151419639587402344e+00 -5.504965782165527344e+00 6.997483372688293457e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291206145368338e+09 -3.151419401168823242e+00 -5.504965782165527344e+00 6.997485160827636719e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291206245203733e+09 -3.151419401168823242e+00 -5.504966735839843750e+00 6.997546553611755371e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291206345492125e+09 -3.151419639587402344e+00 -5.504966259002685547e+00 6.997533440589904785e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291206445923328e+09 -3.151419639587402344e+00 -5.504966259002685547e+00 6.997516751289367676e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291206496244192e+09 -3.151420831680297852e+00 -5.504965305328369141e+00 6.997513771057128906e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291206546644926e+09 -3.151420593261718750e+00 -5.504965305328369141e+00 6.997505426406860352e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291206647007465e+09 -3.151420354843140093e+00 -5.504965782165527344e+00 6.997506022453308105e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291206698010921e+09 -3.151419639587402344e+00 -5.504965782165527344e+00 6.997495293617248535e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716291206747518063e+09 -3.151418685913085938e+00 -5.504966735839843750e+00 6.997501850128173828e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
