# timestamp tx ty tz qx qy qz qw
1.716365766906044960e+09 1.015011405944824219e+01 -3.520181417465209961e+00 2.622692286968231201e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365766955897808e+09 1.015008831024169922e+01 -3.520274877548217773e+00 2.623192071914672852e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365767005702496e+09 1.015000343322754084e+01 -3.520488977432250977e+00 2.622301280498504084e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365767055863619e+09 1.015003395080566406e+01 -3.520415067672729048e+00 2.622755765914916992e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365767156435251e+09 1.015099716186523438e+01 -3.520650148391724077e+00 2.621078789234160822e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365767207393646e+09 1.015089988708495916e+01 -3.520932197570800781e+00 2.621114253997802734e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365767257066727e+09 1.015090942382812322e+01 -3.520903825759888139e+00 2.621074914932250977e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365767357784986e+09 1.015096092224121271e+01 -3.520751237869262695e+00 2.620961368083953857e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365767407940388e+09 1.015087032318115234e+01 -3.521029949188232422e+00 2.621490955352783203e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365767458451986e+09 1.015089511871338068e+01 -3.520964145660400391e+00 2.621573507785797119e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365767559225321e+09 1.015091896057128729e+01 -3.520860671997070312e+00 2.620598077774047852e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365767659378529e+09 1.015173625946044922e+01 -3.521619081497192383e+00 2.621884942054747980e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.716365767760087013e+09 1.015368270874023438e+01 -3.522117137908935547e+00 2.620913386344909113e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
